gvkey,indfmt,datafmt,consol,popsrc,curcd,fyear,fyr,datadate,sedol,conm,costat,fic
152649,INDL,HIST_STD,C,I,ZAR,2007,3,20080331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2008,3,20090331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2009,3,20100331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2010,3,20110331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2011,3,20120331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2012,3,20130331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2013,3,20140331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2014,3,20150331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2015,3,20160331,6588577,TELKOM SA SOC LTD,A,ZAF
152649,INDL,HIST_STD,C,I,ZAR,2016,3,20170331,6588577,TELKOM SA SOC LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,1998,6,19980630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,1999,6,19990630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2000,6,20000630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2001,6,20010630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2002,6,20020630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2003,6,20030630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2004,6,20040630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2005,6,20050630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2006,6,20060630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2007,6,20070630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2008,6,20080630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2009,6,20090630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2010,6,20100630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2011,6,20110630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2012,6,20120630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2013,6,20130630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2014,6,20140630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2015,6,20150630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2016,6,20160630,6606996,FIRSTRAND LTD,A,ZAF
200019,FS,HIST_STD,C,I,ZAR,2017,6,20170630,6606996,FIRSTRAND LTD,A,ZAF
200040,FS,HIST_STD,C,I,ZAR,1997,9,19970930,6387138,NEW AFRICA INVESTMENTS LTD,I,ZAF
200040,FS,HIST_STD,C,I,ZAR,1998,9,19980930,6387138,NEW AFRICA INVESTMENTS LTD,I,ZAF
200040,FS,HIST_STD,C,I,ZAR,1999,9,19990930,6387138,NEW AFRICA INVESTMENTS LTD,I,ZAF
200040,FS,HIST_STD,C,I,ZAR,2000,12,20001231,6387138,NEW AFRICA INVESTMENTS LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,1995,6,19950630,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,1996,6,19960630,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,1997,6,19970630,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,1999,3,20000331,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,2000,3,20010331,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,2001,3,20020331,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,2002,3,20030331,6531515,JCI LTD,I,ZAF
200081,INDL,HIST_STD,C,I,ZAR,2003,3,20040331,6531515,JCI LTD,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2005,6,20050630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2006,6,20060630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2007,6,20070630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2008,6,20080630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2009,6,20090630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2010,6,20100630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2011,6,20110630,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2011,12,20111231,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200129,INDL,HIST_STD,C,I,ZAR,2012,12,20121231,B0Z2M59,IFA HOTELS & RESORTS,I,ZAF
200138,FS,HIST_STD,C,I,ZAR,1996,2,19970228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,1997,2,19980228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,1998,2,19990228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,1999,2,20000229,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2000,2,20010228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2001,2,20020228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2002,2,20030228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2003,2,20040229,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2004,2,20050228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2005,2,20060228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2006,2,20070228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2007,2,20080229,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2008,2,20090228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2009,2,20100228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2010,2,20110228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2011,2,20120229,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2012,2,20130228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2013,2,20140228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2014,2,20150228,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2015,2,20160229,6613219,PSG GROUP LTD,A,ZAF
200138,FS,HIST_STD,C,I,ZAR,2016,2,20170228,6613219,PSG GROUP LTD,A,ZAF
200148,INDL,HIST_STD,C,I,ZAR,1996,2,19970228,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,1997,2,19980228,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,1998,2,19990228,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2000,6,20000630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2001,6,20010630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2002,6,20020630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2003,6,20030630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2004,6,20040630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2005,6,20050630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2006,6,20060630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2007,6,20070630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2008,6,20080630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2009,6,20090630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2010,6,20100630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2011,6,20110630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2012,6,20120630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2013,6,20130630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2014,6,20140630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2015,6,20150630,6684431,PETMIN LTD,I,ZAF
200148,INDL,HIST_STD,C,I,ZAR,2016,6,20160630,6684431,PETMIN LTD,I,ZAF
200221,FS,HIST_STD,C,I,ZAR,1996,3,19970331,6765682,SAAMBOU HOLDINGS LTD,I,ZAF
200221,FS,HIST_STD,C,I,ZAR,1997,3,19980331,6765682,SAAMBOU HOLDINGS LTD,I,ZAF
200221,FS,HIST_STD,C,I,ZAR,1998,3,19990331,6765682,SAAMBOU HOLDINGS LTD,I,ZAF
200221,FS,HIST_STD,C,I,ZAR,1999,3,20000331,6765682,SAAMBOU HOLDINGS LTD,I,ZAF
200221,FS,HIST_STD,C,I,ZAR,2000,3,20010331,6765682,SAAMBOU HOLDINGS LTD,I,ZAF
200221,FS,HIST_STD,C,I,ZAR,2001,3,20020331,6765682,SAAMBOU HOLDINGS LTD,I,ZAF
200233,FS,HIST_STD,C,I,ZAR,1997,6,19970630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,1998,6,19980630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,1999,6,19990630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2000,6,20000630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2001,6,20010630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2002,6,20020630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2003,6,20030630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2004,6,20040630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2005,6,20050630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2006,6,20060630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2007,6,20070630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2008,6,20080630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2009,6,20090630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2010,6,20100630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2011,6,20110630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2012,6,20120630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2013,6,20130630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2014,6,20140630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2015,6,20150630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2016,6,20160630,6777416,SASFIN HLDGS,A,ZAF
200233,FS,HIST_STD,C,I,ZAR,2017,6,20170630,6777416,SASFIN HLDGS,A,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1989,12,19891231,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1990,12,19901231,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1991,12,19911231,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1993,6,19930630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1994,6,19940630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1995,6,19950630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1996,6,19960630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1997,6,19970630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1998,6,19980630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,1999,6,19990630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,2000,6,20000630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,2001,6,20010630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,2002,6,20020630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,2003,6,20030630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,2004,6,20040630,6058605,ASSMANG LTD,I,ZAF
200293,INDL,HIST_STD,C,I,ZAR,2005,6,20050630,6058605,ASSMANG LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,1995,2,19960229,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,1996,2,19970228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,1997,2,19980228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,1998,2,19990228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,1999,2,20000229,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2000,2,20010228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2001,2,20020228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2002,2,20030228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2003,2,20040229,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2004,2,20050228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2005,2,20060228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2006,2,20070228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2007,2,20080229,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2008,2,20090228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2009,2,20100228,6082336,THABEX LTD,I,ZAF
200303,INDL,HIST_STD,C,I,ZAR,2010,2,20110228,6082336,THABEX LTD,I,ZAF
200316,INDL,HIST_STD,C,I,ZAR,1996,2,19970228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,1997,2,19980228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,1998,2,19990228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,1999,2,20000229,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2000,2,20010228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2001,2,20020228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2002,2,20030228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2003,2,20040229,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2004,2,20050228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2005,2,20060228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2006,2,20070228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2007,2,20080229,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2008,2,20090228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2009,2,20100228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2010,2,20110228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2011,2,20120229,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2012,2,20130228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2013,2,20140228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2014,2,20150228,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2015,2,20160229,6600318,SPANJAARD LTD,A,ZAF
200316,INDL,HIST_STD,C,I,ZAR,2016,2,20170228,6600318,SPANJAARD LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,1998,2,19990228,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,1999,2,20000229,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2000,2,20010228,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2001,3,20020331,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2002,3,20030331,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2003,3,20040331,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2004,12,20041231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2005,12,20051231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2006,12,20061231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2007,12,20071231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2008,12,20081231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2009,12,20091231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2010,12,20101231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2011,12,20111231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2012,12,20121231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2013,12,20131231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2014,12,20141231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2015,12,20151231,6825122,MERAFE RESOURCES LTD,A,ZAF
200333,INDL,HIST_STD,C,I,ZAR,2016,12,20161231,6825122,MERAFE RESOURCES LTD,A,ZAF
200347,INDL,HIST_STD,C,I,ZAR,1997,3,19980331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,1998,3,19990331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,1999,3,20000331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2000,3,20010331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2001,3,20020331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2002,3,20030331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2003,3,20040331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2004,3,20050331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2005,3,20060331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2006,3,20070331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2007,3,20080331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2008,3,20090331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2009,3,20100331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2010,3,20110331,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2011,12,20111231,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2012,12,20121231,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2013,12,20131231,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200347,INDL,HIST_STD,C,I,ZAR,2014,12,20141231,6975403,GOLIATH GOLD MINING LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,1996,3,19970331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,1997,3,19980331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,1998,3,19990331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,1999,3,20000331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2000,3,20010331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2001,3,20020331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2002,3,20030331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2003,3,20040331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2004,3,20050331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2005,3,20060331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2006,3,20070331,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2007,6,20070630,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2008,6,20080630,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2009,6,20090630,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2010,6,20100630,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200564,FS,HIST_STD,C,I,ZAR,2011,6,20110630,6733753,REAL AFRICA HLDGS LTD,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,1998,6,19980630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,1999,6,19990630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2000,6,20000630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2001,6,20010630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2002,6,20020630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2003,6,20030630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2004,6,20040630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2005,6,20050630,6080255,BARPLATS INV,I,ZAF
200605,INDL,HIST_STD,C,I,ZAR,2006,6,20060630,6080255,BARPLATS INV,I,ZAF
200613,INDL,HIST_STD,C,I,ZAR,1998,2,19990228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,1999,2,20000229,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2000,2,20010228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2001,2,20020228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2002,2,20030228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2003,2,20040229,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2004,2,20050228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2005,2,20060228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2006,2,20070228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2007,2,20080229,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2008,2,20090228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2009,2,20100228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2010,2,20110228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2011,2,20120229,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2012,2,20130228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2013,2,20140228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2014,2,20150228,6844688,FAMOUS BRANDS LTD,A,ZAF
200613,INDL,HIST_STD,C,I,ZAR,2015,2,20160229,6844688,FAMOUS BRANDS LTD,A,ZAF
