globalcompanykey,industryformat,comparabilitystatus,isocurrencycode,datayearfiscal,fiscalyearendmonth,pricecloselastday,yearcheck,assetstotal,capitalexpenditures,debtincurrentliabilitiestotal,longtermdebttotal,cashdividendscashflow,dividendscommonordinary,dividendspreferredpreference,intangibleassetstotal,liabilitiestotal,operatingactivitiesnetcashflow,salesturnovernet,stockexchangecode,comsharesoutstandingissue,netincomelossconsolidated,companylegalname,gicsectors,sectorname,comp,size,roa,lev,dividend,roa_1,market_value_of_equity,growth_1,growth,tobins_q,tobins_q1
146202,INDL,,ZAR,2016,12,89.5,1,59931,2780,533,6002,625,1610,0,31,24844,4543,20897,177,355.56299,5141,Exxaro Resources Ltd,10,Energy,.00051726151,11.000949,.085781984,.10904206,2235,,31822.887,.14004365,.13880971,,
152649,INDL,,ZAR,2015,3,79.2,1,46787,5941,709,4566,1402,0,0,4584,20180,8153,37325,177,511.54901,2246,Telkom SA SOC Ltd,50,Telecommunication Services,.097975932,8.2127619,.048004787,.11274499,1402,.079023495,40514.684,.17837411,.11445381,1.1581025,
152649,INDL,,ZAR,2016,3,57.57,1,48049,8479,1634,4744,2171,0,0,4720,20143,7713,40970,177,513.35901,3797,Telkom SA SOC Ltd,50,Telecommunication Services,.098233052,10.779977,.079023495,.1327395,2171,,29554.078,.097655728,.026973305,,
200019,FS,,ZAR,2015,6,53.32,1,1059266,,35284,131069,0,0,310,1068,960662,,,177,5606.5322,21623,Firstrand Ltd,40,Financials,.0010082453,11.332488,.020413192,.15704554,310,.019632343,298940.31,,.12028217,1.1668794,
200019,FS,,ZAR,2016,6,44.84,1,1149277,,41243,126755,0,0,342,1569,1041212,,,177,5607.2871,22563,Firstrand Ltd,40,Financials,.0013652061,13.954643,.019632343,.14617711,342,,251430.75,,.084974878,,
200138,FS,,ZAR,2015,2,136.81,1,71748.43,,1794.1429,3809.5569,0,0,0,2702.3789,47986.816,,,177,214.23599,1483.076,"PSG Group Ltd, South Africa",40,Financials,.037664641,8.6403227,.020670502,.078102052,0,.026346255,29309.627,,.57318896,1.2872549,
200138,FS,,ZAR,2016,2,173.69,1,82061,,993,4418,0,0,0,3108,55261,,,177,215.39999,2162,"PSG Group Ltd, South Africa",40,Financials,.037874263,11.315218,.026346255,.065938756,0,,37412.824,,.14373235,,
200148,INDL,,ZAR,2015,6,1.51,1,2190.8579,475.63901,164.08,108.405,16.857,0,0,0,906.00897,900.65302,1274.165,177,544.09998,125.043,Petmin Ltd,15,Materials,0,5.1514497,.057074901,.12437365,16.857,.0051595657,821.59094,.24943987,.076358542,,
200148,INDL,,ZAR,2016,6,1.23,1,2139.9089,526.862,13.993,270,26.572001,0,0,0,829.53601,526.77002,1282.619,177,530.61499,11.041,Petmin Ltd,15,Materials,0,7.6685185,.0051595657,.13271266,26.572001,,652.65643,.0066349171,-.023255263,,
200233,FS,,ZAR,2015,6,55.99,1,10866.112,,538.34003,2882.238,0,0,14.272,114.991,9427.9209,,,177,31.737,178.702,Sasfin Holdings Ltd,40,Financials,.010582534,6.7528057,.016445808,.31479317,14.272,.0203942,1776.9546,,.3303006,,
200233,FS,,ZAR,2016,6,60.2,1,11004.06,,3103.188,1403.7679,0,0,14.369,122.391,9407.5107,,,177,31.737,224.41901,Sasfin Holdings Ltd,40,Financials,.01112235,9.3060198,.0203942,.40957212,14.369,,1910.5674,,.012695181,,
200316,INDL,,ZAR,2015,2,5.25,1,72.336998,.70899999,9.1750002,1.143,1.459,1.303,0,2.6389999,29.471001,2.891,125.825,177,8.1429996,5.006,Spanjaard Ltd,15,Materials,.036482021,1.7407371,.069203869,.14263794,2.7620001,.0060070977,42.750748,.05001165,-.097412154,,
200316,INDL,,ZAR,2016,2,3.75,1,68.751999,.60000002,5.9499998,.38600001,1.294,0,0,2.059,23.267,6.4419999,120.055,177,8.1429996,.41299999,Spanjaard Ltd,15,Materials,.02994822,4.2305059,.0060070977,.092157319,1.294,,30.536249,-.045857318,-.04955969,,
200333,INDL,,ZAR,2015,12,.68,1,5357.605,303.505,116.732,472.755,45.192001,55,0,0,1942.916,955.68201,4428.0752,177,2510.7041,343.457,Merafe Resources Ltd,15,Materials,0,6.0456738,.064106442,.11002808,100.192,.089297891,1707.2788,.2269311,-.0080616195,,
200333,INDL,,ZAR,2016,12,1.65,1,5962.4028,287.582,212.41499,189.10201,49.963001,120.4,0,0,2065.2471,501.508,5701.5669,177,2510.7041,532.42999,Merafe Resources Ltd,15,Materials,0,8.6932287,.089297891,.067341477,170.36301,,4142.6616,.28759485,.11288586,,
200613,INDL,,ZAR,2015,2,112,1,2408.283,82.198997,166.491,4.5370002,398.00299,0,0,1095.8879,857.68402,474.172,4308.3179,177,99.811996,527.69897,Steers Holdings Ltd,25,Consumer Discretionary,.45504948,5.2460709,.21911834,.071016572,398.00299,.070287995,11178.943,.31217456,.30018622,,
200613,INDL,,ZAR,2016,2,115.6,1,5886.4531,282.44,167.157,2820.866,227.164,0,0,2818.7549,4401.1392,495.91901,5720.3628,177,99.862,413.74701,Steers Holdings Ltd,25,Consumer Discretionary,.47885457,8.6804085,.070287995,.50761008,227.164,,11544.047,.32774854,1.4442531,,
200628,INDL,,ZAR,2015,6,11.15,1,3566.8579,44.870998,746.85602,.43700001,0,0,0,129.82401,2021.7371,340.49899,7987.6362,177,155.922,279.849,Alviva Holdings Ltd,45,Information Technology,.036397301,5.6388416,.07845813,.20951018,0,.068157949,1738.5303,.12453962,.065790281,,
200628,INDL,,ZAR,2016,6,14.49,1,5012.6509,18.839001,18.739,353.41599,0,0,0,506.66299,2603.134,466.95999,10969.132,177,171.226,341.65201,Alviva Holdings Ltd,45,Information Technology,.10107686,8.5197201,.068157949,.074243151,0,,2481.0647,.37326381,.40534079,,
201706,INDL,,ZAR,2015,6,2.34,1,2503.0381,90.856003,25.096001,19.160999,7.585,43.099998,0,0,973.11298,283.61301,2105.2981,177,424.728,67.806999,DRDGold Ltd,15,Materials,0,5.2846618,.027089879,.017681314,50.684998,.025600282,993.86353,.16351198,.025521701,,
201706,INDL,,ZAR,2016,6,8.529999999999999,1,2419.075,99.779999,2.355,16.806,252.91499,0,0,0,1079.519,415.94299,2433.064,177,422.069,61.929001,DRDGold Ltd,15,Materials,0,7.7911406,.025600282,.0079207961,252.91499,,3600.2485,.1556862,-.033544488,,
202546,INDL,,ZAR,2015,9,36.3,1,31664,2641,2237,6104,1166,0,49,4866,17383,2983,33711,177,1349.142,2406,Netcare Ltd,35,Health Care,.15367609,7.8223372,.07598535,.26342219,1215,.054143969,48973.852,.060661361,.18516301,2.1749201,
202546,INDL,,ZAR,2016,9,33.63,1,30659,2789,1391,6132,1250,0,52,4256,17650,3519,37796,177,1356,1660,Netcare Ltd,35,Health Care,.13881731,10.330682,.054143969,.24537656,1302,,45602.281,.12117706,-.031739514,,
204211,INDL,,ZAR,2015,6,40.26,1,19151.336,1102.048,1373.801,6532.6182,0,0,0,0,9934.9111,340.95001,6035.5352,177,349.87601,-1035.649,Northam Platinum (PTY) Ltd,15,Materials,0,7.3195291,-.054077119,.41283906,0,-.026781887,14086.008,.13037768,.29918873,1.2873474,
205038,INDL,,ZAR,2015,12,27,1,604.362,5.5279999,0,0,0,0,0,1.197,216.571,12.069,618.16602,177,7.1399999,-70.613998,Masonite Africa Ltd,15,Materials,.0019806011,3.8635747,-.11684056,0,0,,192.78,.021956248,-.050529081,,
205826,INDL,,ZAR,2015,6,8.699999999999999,1,3458.1831,31.34,1161.885,23.127001,29.871,0,0,62.842999,2445.167,284.642,5310.1021,177,103.623,132.72,Mustek Ltd,45,Information Technology,.018172259,5.6079001,.038378537,.34266895,29.871,.026070163,901.52008,.11460221,.28024906,,
205826,INDL,,ZAR,2016,6,5.3,1,3085.5581,24.858,1265.683,.49900001,35.605,0,0,67.058998,2098.2209,48.838001,5286.3838,177,98,80.441002,Mustek Ltd,45,Information Technology,.021733183,8.0344877,.026070163,.41035753,35.605,,519.40002,-.0044666301,-.10775167,,
206059,INDL,,USD,2015,3,1870,1,16723,186,240,3694,140,0,0,4008,6069,78,5930,177,431.08499,994,Naspers Ltd,25,Consumer Discretionary,.23966992,9.7245407,.059439097,.23524487,140,.13319653,806128.94,-.91886938,-.89351326,4.1925044,
206059,INDL,,USD,2016,3,2061,1,21930,173,919,3340,281,0,0,3546,6569,-40,6098,177,431.54001,2921,Naspers Ltd,25,Consumer Discretionary,.1616963,9.9956112,.13319653,.19420885,281,,889403.94,.028330524,.31136757,,
206941,,,SGD,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207089,INDL,,ZAR,2015,6,12.55,1,325.38101,31.775,0,0,.017000001,0,.017000001,17.396,64.303001,59.041,516.086,177,17.676001,23.795,Rex Trueform Clothing Co Ltd,25,Consumer Discretionary,.053463478,3.2443981,.073129654,0,.034000002,.034671925,221.8338,.048786856,.10720509,,
207089,INDL,,ZAR,2016,6,16,1,338.689,17.539,0,0,12.571,0,.017000001,23.431999,77.971001,41.714001,537.58801,177,17.676001,11.743,Rex Trueform Clothing Co Ltd,25,Consumer Discretionary,.069184415,5.8250823,.034671925,0,12.588,,282.81601,.041663628,.040899694,,
207125,FS,,ZAR,2015,12,4.6,1,14136.654,,371.62299,3486.022,0,853.453,0,78.038002,4155.7388,,,177,2283.4209,1413.639,SA Corporate Real Estate Fund,60,Real Estate,.0055202595,7.0159278,.099998131,.27288246,853.453,.14597517,10503.736,,.24658021,,
207125,FS,,ZAR,2016,12,5.62,1,16989.211,,1169.019,3431.458,0,1015.709,0,82.960999,4919.2021,,,177,2415.811,2480.0029,SA Corporate Real Estate Fund,60,Real Estate,.004883158,9.7403336,.14597517,.27078816,1015.709,,13576.858,,.20178442,,
207132,FS,,ZAR,2015,12,1.09,1,997.797,,266.577,67.403999,0,0,0,418.83701,551.12903,,,177,87.644997,-21.634001,Andulela Investment Holdings Ltd,15,Materials,.41976175,4.3649511,-.021681765,.33471838,0,-.056313027,95.533043,,-.013331627,,
207132,FS,,ZAR,2016,12,.37,1,982.43701,,334.36401,48.924999,0,0,0,356.75601,585.21997,,,177,87.644997,-55.324001,Andulela Investment Holdings Ltd,15,Materials,.36313373,6.8900361,-.056313027,.39014107,0,,32.42865,,-.015393898,,
208127,INDL,,ZAR,2015,3,23.78,1,15631.5,1446.7,1922.7,2938.8,274,0,0,117.4,8865.2998,193.10001,13169.9,177,460.73099,580.09998,Illovo Sugar Ltd,30,Consumer Staples,.0075104758,7.1164446,.037110962,.31100664,274,,10956.183,-.0072814692,.054294676,,
209214,,,GBP,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209949,INDL,,ZAR,2015,2,31.58,1,6378.1602,76.178001,657.71301,1350.8199,164.571,148.439,0,2266.803,3692.8589,58.278999,15585.751,177,108.383,207.672,Adcorp Holdings,20,Industrials,.35540077,6.2200365,.03255986,.31490788,313.01001,-.028204381,3422.7354,.16989078,.19337776,,
209949,INDL,,ZAR,2016,2,14.95,1,5744.0718,81.692001,1177.906,651.21997,102.965,0,0,1989.124,3442.085,268.74899,16072.951,177,108.383,-162.008,Adcorp Holdings,20,Industrials,.34629163,8.6559238,-.028204381,.31843716,102.965,,1620.3259,.031259336,-.099415563,,
209952,INDL,,ZAR,2015,6,103.5,1,19513.068,114.557,960.86603,346.10001,876.07703,619.242,0,26.162001,1688.347,-86.696999,2526.0959,177,103.21,1403.371,Assore Ltd,15,Materials,.0013407426,7.3382411,.071919546,.066979013,1495.3191,.073906444,10682.235,.42833406,.029298039,,
209952,INDL,,ZAR,2016,6,180.01,1,20828.535,25.830999,995.77399,0,697.86298,722.44897,0,1.6670001,1916.927,910.354,2027.813,177,103.207,1539.363,Assore Ltd,15,Materials,.000080034435,9.9440794,.073906444,.047808163,1420.312,,18578.293,-.19725417,.067414656,,
209955,INDL,,ZAR,2015,6,308.15,1,89861.203,5106.0352,9412.2363,7124.9849,1861.818,0,0,15660.512,52150.973,8295.834,182164.45,177,325.052,5898.4058,Bidvest Group Ltd,20,Industrials,.17427444,8.8654232,.065639071,.18403071,1861.818,.050727632,100164.77,.12716864,.10973366,1.6768918,
209955,INDL,,ZAR,2016,6,138.69,1,45061.242,4498.7031,3609.6589,6138.8999,3235.4861,0,0,3466.9961,25315.164,6384.0229,68241.102,177,332.672,2285.8501,Bidvest Group Ltd,20,Industrials,.07693965,10.715777,.050727632,.21634021,3235.4861,,46138.277,-.62538737,-.49854618,,
209961,INDL,,ZAR,2015,3,86.5,1,299.79001,19.618,0,0,28.240999,0,0,39.425999,81.175003,60.460999,238.30299,177,8.1479998,48.049999,African Media Entertainment Ltd,25,Consumer Discretionary,.13151205,3.1624837,.16027886,0,28.240999,.15882303,704.802,-.064124174,-.036522053,,
209961,INDL,,ZAR,2016,3,78,1,306.27802,6.428,0,0,27.389,0,0,39.425999,75.413002,51.055,238.593,177,7.948,48.644001,African Media Entertainment Ltd,25,Consumer Discretionary,.12872618,5.724493,.15882303,0,27.389,,619.94397,.001216974,.021641837,,
209964,INDL,,ZAR,2015,3,6.5,1,2685.644,41.534,357.38101,75.859001,0,0,0,66.432999,1629.432,15.498,4993.0918,177,236.744,-762.93597,Distribution And Warehousing Network Ltd,20,Industrials,.024736337,5.3550773,-.28407934,.16131699,0,,1538.8361,.38058859,-.27435011,,
209972,INDL,,ZAR,2015,9,1.6,1,1045.004,95.324997,.26199999,70.5,8,0,0,124.269,624.65002,38.452,920.32397,177,800.17297,56.320999,Cullinan Holdings Ltd,25,Consumer Discretionary,.11891724,4.4111772,.053895485,.067714572,8,.061786953,1280.2767,.11099119,.22383147,,
209972,INDL,,ZAR,2016,9,1.51,1,1138.072,40.891998,.35299999,45.5,24.004999,0,0,120.625,647.92401,207.881,1033.738,177,800.17297,70.318001,Cullinan Holdings Ltd,25,Consumer Discretionary,.10599066,7.0370908,.061786953,.040290069,24.004999,,1208.2612,.12323276,.089059934,,
209980,INDL,,ZAR,2015,12,11.29,1,36456.766,365.039,1499.439,2860.106,355.58099,0,61.140999,1604.1591,17316.873,3184.1709,10192.369,177,750.95898,-1426.473,Grindrod Ltd,20,Industrials,.044001684,7.9632835,-.039127801,.11958123,416.72198,-.052733369,8478.3271,-.26739392,.11148609,,
209980,INDL,,ZAR,2016,12,13.45,1,36176.238,233.621,1100.224,2226.8279,113.495,0,67.970001,1060.807,20374.885,2310.084,9031.7832,177,750.54797,-1907.6949,Grindrod Ltd,20,Industrials,.02932331,10.496158,-.052733369,.091967881,181.465,,10094.87,-.11386812,-.0076947953,,
209985,FS,,GBP,2015,3,100.51,1,45351.781,,1370.948,3241.833,0,0,33.192001,516.31897,41492.473,,,177,267.20499,335.26401,Investec Ltd,40,Financials,.011384756,11.146424,.0073925215,.10171113,33.192001,,26856.773,,.022509634,.94861913,
209985,FS,,GBP,2016,3,109.91,1,53534.832,,690.61499,4007.781,0,0,25.658001,510.84,48726.203,,,177,,,Investec Ltd,40,Financials,.0095421989,10.888088,,.087763347,25.658001,,,,.18043505,,
209987,INDL,,ZAR,2015,3,72.75,1,14895.134,308.672,1165.064,6064.0869,259.66101,0,73.707001,832.13702,9845.0439,192.58501,10635.85,177,106.953,418.70901,Invicta Holdings Ltd,20,Industrials,.055866368,7.0681911,.028110458,.48533642,333.36801,.030544095,7780.8311,.016853683,.042260833,,
209987,INDL,,ZAR,2016,3,52.29,1,16264.978,435.20099,1070.662,6857.313,244.239,0,82.434998,776.07501,10996.867,1016.247,9631.8105,177,106.953,496.79901,Invicta Holdings Ltd,20,Industrials,.047714483,9.6967697,.030544095,.48742613,326.67401,,5592.5728,-.094401397,.091965854,,
209995,INDL,,ZAR,2015,2,.25,1,1032.953,57.380001,0,0,0,0,0,57.845001,113.739,-72.623001,4.7459998,177,3269.8359,53.584,SacOil Holdings Ltd,10,Energy,.055999644,4.3995781,.051874578,0,0,-.26692829,817.45898,1.2653937,-.14115183,,
209995,INDL,,ZAR,2016,2,.3,1,793.55402,8.283,0,0,0,0,0,58.284,105.673,-79.167999,1171.2469,177,3269.8359,-211.82201,SacOil Holdings Ltd,10,Energy,.073446795,6.6765218,-.26692829,0,0,,980.95081,245.78613,-.23176174,,
210044,INDL,,ZAR,2015,12,3.54,1,3622.3611,68.793999,193.23599,182.134,.032000002,0,0,91.639999,2398.8091,-150.659,5519.979,177,131.686,201.186,Basil Read Holdings Ltd,20,Industrials,.025298417,5.6542826,.055540018,.10362578,.032000002,-.0095582297,466.16846,-.10583227,-.15281802,,
210044,INDL,,ZAR,2016,12,2.23,1,3274.665,128.97501,196.797,300.37799,0,0,0,90.781998,2140.572,30.254999,5126.085,177,131.686,-31.299999,Basil Read Holdings Ltd,20,Industrials,.02772253,8.0939713,-.0095582297,.15182468,0,,293.65979,-.071357891,-.095986024,,
210051,INDL,,ZAR,2015,6,138.99,1,1998.693,195.271,12.016,739.20801,154.341,0,0,32.577999,1271.251,385.88599,1303.1121,177,36.255001,318.26199,City Lodge Hotels Ltd,25,Consumer Discretionary,.016299652,5.0596499,.15923506,.37585762,154.341,.14317651,5039.0825,.22617103,.17300451,,
210051,INDL,,ZAR,2016,6,155.52,1,2202.093,192.308,0,749.513,184.45599,0,0,45.557999,1330.265,489.63901,1493.163,177,36.334,315.28799,City Lodge Hotels Ltd,25,Consumer Discretionary,.020688498,7.6971636,.14317651,.34036392,184.45599,,5650.6636,.14584386,.10176652,,
210057,INDL,,USD,2015,2,60.05,1,3382.9419,32.493,597,21.252001,22.200001,0,0,588.78601,2513.522,68.017998,6454.7822,177,209.31799,39.949001,Datatec Ltd,45,Information Technology,.17404556,8.1265011,.011808953,.18275572,22.200001,.00087176106,12569.546,.0017453295,.033091206,1.0496866,
210057,INDL,,USD,2016,2,46.48,1,3484.8999,61.452999,710.27301,31.902,20.948999,9,0,591.11401,2578.0249,-105.884,6083.3828,177,212,3.0380001,Datatec Ltd,45,Information Technology,.16962151,8.1561947,.00087176106,.21296881,29.948999,,9853.7598,-.057538643,.03013886,,
210060,INDL,,ZAR,2015,6,166.97,1,17807.768,768.38098,870.37799,3323.446,745.67999,762.66302,0,1879.6801,8251.3711,1416.887,15421.903,177,218.81,1437.136,Distell Group Ltd,30,Consumer Staples,.10555394,7.2467914,.080702759,.23550533,1508.343,.076822504,36534.707,.096681707,.12282894,2.2469964,
210060,INDL,,ZAR,2016,6,161.8,1,19941.891,1038.553,3726.5891,1200,773.50702,831.39801,0,2004.191,9269.6318,1626.77,16664.824,177,219.209,1531.986,Distell Group Ltd,30,Consumer Staples,.10050156,9.9005775,.076822504,.24704725,1604.905,,35468.016,.080594517,.11984225,,
210073,INDL,,ZAR,2015,6,28.44,1,10265.061,69.749001,0,477.23401,0,0,0,0,7277.7139,238.151,13875.57,177,101.125,223.884,Group Five Ltd,20,Industrials,0,6.6959023,.021810295,.046491105,0,.036423873,2875.9951,-.095442951,.033424854,,
210073,INDL,,ZAR,2016,6,20.3,1,10411.989,259.151,563.99701,187.65401,67.786003,76.093002,0,0,6779.2588,214.05299,13773.618,177,101.25,379.245,Group Five Ltd,20,Industrials,0,9.2507133,.036423873,.072190911,143.879,,2055.375,-.0073476005,.014313477,,
210081,INDL,,ZAR,2015,6,.5600000000000001,1,749.42297,15.616,61.217999,126.901,0,0,0,79.890999,536.32001,-3.678,1117.431,177,224.19,-83.272003,Jasco Electronics Holdings,20,Industrials,.10660335,4.0787048,-.11111482,.25101846,0,.022410143,125.5464,.079245225,.004398609,,
210081,INDL,,ZAR,2016,6,.84,1,632.65997,14.538,19.818001,104.717,0,4.4920001,0,88.731003,400.811,54.513,1070.033,177,224.616,14.178,Jasco Electronics Holdings,20,Industrials,.1402507,6.4499331,.022410143,.1968435,4.4920001,,188.67744,-.042417001,-.15580387,,
210092,INDL,,ZAR,2015,8,28,1,1235.826,5.7189999,128.873,0,26.205999,37.027,0,61.683998,362.17599,-68.051003,2159.24,177,20.906,92.543999,Nu-World Holdings,25,Consumer Discretionary,.049913172,4.578896,.074884325,.10428086,63.233002,.079594485,585.36798,.024272401,.16801354,,
210092,INDL,,ZAR,2016,8,28,1,1283.104,4.7259998,71.016998,0,37.027,40.854,0,64.463997,358.629,45.706001,2590.416,177,21.268999,102.128,Nu-World Holdings,25,Consumer Discretionary,.050240662,7.1570373,.079594485,.055347811,77.880997,,595.53198,.19968879,.038256157,,
210095,INDL,,ZAR,2015,3,172.5,1,12378,427,307,37,324,0,0,543,4716,1856,16774,177,67.172997,701,Omnia Holdings Ltd,15,Materials,.043868154,6.8830771,.056632735,.027791243,324,,11587.342,-.0036234036,.039818548,,
210625,INDL,,ZAR,2015,2,.13,1,1.017,,0,0,0,0,0,0,3.086,-9.0150003,0,177,435.12701,-.602,Middle East Diamond Resources Ltd,15,Materials,0,-2.5237417,-.59193707,0,0,,56.566513,,-.57818335,,
211046,INDL,,ZAR,2015,6,7.85,1,770.59302,32.773998,1.135,0,28.858999,0,0,4.862,102.841,70.875,498.03699,177,82.799004,71.987999,Bowler Metcalf,15,Materials,.0063094264,4.1065617,.093418963,.0014728917,28.858999,.089344367,649.97217,-.31429991,.39218089,,
211046,INDL,,ZAR,2016,6,10.25,1,823.49902,52.220001,0,0,34.282001,0,0,4.862,124.453,86.892998,499.37601,177,82.799004,73.574997,Bowler Metcalf,15,Materials,.0059040748,6.7135625,.089344367,0,34.282001,,848.68976,.0026885951,.068656221,,
211053,INDL,,ZAR,2015,6,301,1,3068.428,156.879,0,0,143.63,0,0,39.048,1705.683,592.974,7692.646,177,22.656,358.91599,Cashbuild Ltd,25,Consumer Discretionary,.012725735,5.4883218,.11697064,0,143.63,.12360799,6819.4561,.13439541,.17287697,,
211053,INDL,,ZAR,2016,6,355,1,3538.946,178.17999,27.825001,2.243,192.519,0,0,399.689,2073.521,622.42102,8669.6426,177,22.892,437.44199,Cashbuild Ltd,25,Consumer Discretionary,.11294012,8.1715841,.12360799,.0084963152,192.519,,8126.6602,.12700397,.15334174,,
211059,INDL,,ZAR,2015,2,15.3,1,2783.469,37.007,726.39203,0,97.139999,98.364998,0,27.077999,2302.656,511.37399,11016.15,177,74.802002,182.502,Combined Motor Holdings Ltd,25,Consumer Discretionary,.0097281486,5.3908544,.065566383,.26096645,195.505,.07068415,1144.4706,.025916526,.033473268,,
211059,INDL,,ZAR,2016,2,13.8,1,2786.8059,36.242001,841.19598,0,104.722,115.943,0,10.078,2213.249,193.60001,10224.9,177,74.802002,196.983,Combined Motor Holdings Ltd,25,Consumer Discretionary,.0036163265,7.9326515,.07068415,.30184951,220.66501,,1032.2676,-.071826361,.0011988329,,
211061,INDL,,ZAR,2015,3,72,1,1331.058,89.362999,25.289,96.015999,16.945,0,0,0,315.23099,68.748001,542.71198,177,15.264,60.465,Crookes Brothers Ltd,30,Consumer Staples,0,4.6531305,.045426272,.091134273,16.945,.044164781,1099.0081,.031601239,.19701076,,
211061,INDL,,ZAR,2016,3,55.9,1,1467.821,158.99899,90.835999,70.592003,25.186001,25.132,0,0,400.84299,89.361,663.95099,177,15.264,64.825996,Crookes Brothers Ltd,30,Consumer Staples,0,7.2915344,.044164781,.10997798,50.318001,,853.25757,.22339477,.10274763,,
211104,INDL,,ZAR,2015,6,11.6,1,3102,219,0,29,204,232,0,6,368,647,3115,177,924,700,Italtile Ltd,25,Consumer Discretionary,.001934236,5.4992037,.22566086,.0093488069,436,.21451187,10718.4,.14775239,.14338371,3.1886201,
211104,INDL,,ZAR,2016,6,13.7,1,3790,375,0,0,252,271,0,6,437,558,3539,177,926,813,Italtile Ltd,25,Consumer Discretionary,.0015831135,8.2401209,.21451187,0,523,,12686.2,.13611557,.22179238,,
211111,INDL,,ZAR,2015,6,6.13,1,15924,1364,331,3134,304,0,0,1598,7994,1787,15664,177,2422.812,939,KAP Industrial Holdings Ltd,20,Industrials,.10035167,7.134984,.058967598,.21759608,304,.06056286,14851.838,.062110115,.023590667,1.2320495,
211111,INDL,,ZAR,2016,6,6.25,1,18939,1860,468,4205,385,0,0,2078,10077,2719,16232,177,2440.936,1147,KAP Industrial Holdings Ltd,20,Industrials,.10972068,9.848979,.06056286,.24673954,385,,15255.851,.036261491,.18933685,,
211126,INDL,,ZAR,2015,3,27.6,1,25638,1377,3394,8346,878,946,0,6582,16689,2969,11498,177,957.38898,1788,Tsogo Sun Holdings Ltd,25,Consumer Discretionary,.25672829,7.6112323,.069740228,.45791402,1824,.077060215,26423.936,.081452221,.040841181,1.5711277,
211126,INDL,,ZAR,2016,3,23.64,1,32533,1238,5098,9439,1108,0,0,6567,19077,3094,12440,177,957,2507,Tsogo Sun Holdings Ltd,25,Consumer Discretionary,.20185658,10.39001,.077060215,.44683859,1108,,22623.48,.081927292,.26893672,,
211127,INDL,,ZAR,2015,6,360,1,88417.297,1592.8,13222.2,25491.6,857.40002,0,0,44537.5,54255.801,4838.7998,36126.602,177,456.04901,5201.3999,Aspen Pharmacare Holdings Plc,35,Health Care,.50371933,8.8492241,.058827855,.43785325,857.40002,.041227229,164177.64,.22400406,.071109429,2.5147836,
211127,INDL,,ZAR,2016,6,362.28,1,104300,1700,10900,32700,1000,0,0,54000,61800,3200,35600,177,455.85199,4300,Aspen Pharmacare Holdings Plc,35,Health Care,.51773727,11.555027,.041227229,.41802493,1000,,165146.06,-.01457656,.17963344,,
211148,INDL,,ZAR,2015,9,35.61,1,15935,1134,1481,5263,1520,0,0,2964,9487,2939,14647,177,1035.501,1866,Life Healthcare Group Holdings (Pty) Ltd,35,Health Care,.18600565,7.1356745,.11710072,.42321932,1520,.092358693,36874.191,.12271961,.3489376,3.2124951,
211148,INDL,,ZAR,2016,9,37.87,1,17497,932,2342,5469,1087,0,0,3196,10699,3055,16567,177,1050.4351,1616,Life Healthcare Group Holdings (Pty) Ltd,35,Health Care,.18265988,9.7697849,.092358693,.44641939,1087,,39779.977,.13108486,.098023221,,
211161,INDL,,ZAR,2015,3,4.36,1,1585.428,39.912998,104.471,23.818001,16.938,0,0,176.298,386.565,79.866997,1706.923,177,91.202003,55.099998,Argent Industrial Ltd,20,Industrials,.111199,4.828011,.034754023,.080917582,16.938,.035768371,397.64075,-.047030892,-.056724668,,
211161,INDL,,ZAR,2016,3,4.4,1,1726.777,,131.48599,36.508999,17.056999,0,0,213.69299,488.625,97.237,1849.127,177,90.641998,61.764,Argent Industrial Ltd,20,Industrials,.12375251,7.4540119,.035768371,.097288184,17.056999,,398.8248,.083310135,.089155108,,
211166,INDL,,ZAR,2015,6,1.3,1,43920,4631,574,4305,1947,0,0,1458,24760,5703,113694,177,534.65002,4124,Shoprite Holdings Ltd (Shp),30,Consumer Staples,.033196721,8.1495266,.093897998,.11108834,1947,.10029627,695.04504,.11242221,.08356154,2.5221074,
211166,INDL,,ZAR,2016,6,1.3,1,48267,4752,8032,102,2152,0,0,1857,26864,3595,130028,177,534.62598,4841,Shoprite Holdings Ltd (Shp),30,Consumer Staples,.038473491,10.784503,.10029627,.16852094,2152,,695.01379,.14366633,.098975413,,
211175,INDL,,ZAR,2015,3,260.01,1,8063,1025,0,36,1652,1756,0,373,2443,1908,19701,177,242.58501,2645,Mr. Price Group Ltd,25,Consumer Discretionary,.046260696,6.4544425,.32804167,.0044648396,3408,.25384185,63074.527,.10567965,.024914198,7.1856647,
211175,INDL,,ZAR,2016,3,177.43,1,8915,709,39,51,1688,0,0,356,2186,2574,18575,177,248.84399,2263,Mr. Price Group Ltd,25,Consumer Discretionary,.039932698,9.0954905,.25384185,.010095345,1688,,44152.391,-.057154458,.10566787,,
211188,INDL,,ZAR,2015,6,19,1,729.44299,28.023001,11.484,18.598,28.534,0,0,3.6860001,274.267,116.956,1356.025,177,32.820999,79.286003,Transpaco Ltd,15,Materials,.005053171,4.0516825,.1086939,.041239686,28.534,.12561356,623.599,.087093361,.1136364,,
