globalcompanykey,industryformat,comparabilitystatus,isocurrencycode,datayearfiscal,fiscalyearendmonth,pricecloselastday,yearcheck,assetstotal,capitalexpenditures,debtincurrentliabilitiestotal,longtermdebttotal,cashdividendscashflow,dividendscommonordinary,dividendspreferredpreference,intangibleassetstotal,liabilitiestotal,operatingactivitiesnetcashflow,salesturnovernet,stockexchangecode,comsharesoutstandingissue,netincomelossconsolidated,companylegalname,gicsectors,sectorname,comp,size,roa,lev,dividend,roa_1,market_value_of_equity,growth_1,growth,tobins_q,tobins_q1
211188,INDL,,ZAR,2016,6,23.6,1,869.71503,56.119999,14.077,58.733002,41.470001,0,0,41.049999,346.76099,93.302002,1712.376,177,32.841,109.248,Transpaco Ltd,15,Materials,.047199368,6.7681656,.12561356,.083717078,41.470001,,775.04761,.26279083,.1923002,,
211202,INDL,,ZAR,2015,6,5.6,1,1585.606,45.551998,61.223999,0,130.99899,0,0,744.487,418.52701,308.39401,2098.312,177,464.336,154.032,Afrocentric Investment Corp,40,Financials,.46952838,4.8281231,.097143933,.038612366,130.99899,.054346085,2600.2815,.071518593,.015953619,,
211202,INDL,,ZAR,2016,6,5.25,1,3040.7161,113.444,0,0,121.963,0,0,1388.8149,1477.134,313.69601,3148.146,177,550.85901,165.25101,Afrocentric Investment Corp,40,Financials,.45673943,8.0198479,.054346085,0,121.963,,2892.0098,.50032312,.91769969,,
211592,INDL,,ZAR,2015,12,8.75,1,4853.0601,82.121002,689.95697,158.729,0,0,0,29.992001,1848.769,-311.95499,5901.4312,177,95.147003,168.28,Bell Equipment Ltd,20,Industrials,.0061800187,5.9467659,.034675028,.17487647,0,.0083142733,832.53625,-.10699992,.079776578,,
211592,INDL,,ZAR,2016,12,12.1,1,4506.9482,,498.41901,105.209,14.273,0,0,216.41901,1748.701,88.338997,6002.3408,177,95.296997,37.472,Bell Equipment Ltd,20,Industrials,.04801897,8.4133759,.0083142733,.13393275,14.273,,1153.0936,.017099185,-.071318261,,
211603,INDL,,ZAR,2015,6,185.5,1,65712,3139,4500,12820,1471,0,0,7193,46479,4987,107453,177,194.59801,2735,Imperial Holdings Ltd (Ipl),25,Consumer Discretionary,.1094625,8.5524378,.041621014,.26357439,1471,.039338395,36097.93,.037521604,.11336643,1.2669147,
211603,INDL,,ZAR,2016,6,149.48,1,69830,2660,3865,15832,1572,0,0,7501,50028,3142,115738,177,196.601,2747,Imperial Holdings Ltd (Ipl),25,Consumer Discretionary,.10741802,11.153819,.039338395,.28207076,1572,,29387.918,.077103481,.0626674,,
211607,INDL,,ZAR,2015,6,99,1,14369.164,202.436,139.045,112.53,251.593,0,0,498.26599,9494.0029,2258.6941,29522.973,177,54.886002,475.37299,Wilson Bayly Holmes - Ovcon Ltd,20,Industrials,.03467606,7.0322413,.033082858,.017507978,251.593,.055090733,5433.7144,.14532645,.072500683,,
211607,INDL,,ZAR,2016,6,125.82,1,15390.665,116.206,115.57,17.01,273.87299,0,0,572.38202,9703.8154,1649.262,30650.309,177,54.861,847.883,Wilson Bayly Holmes - Ovcon Ltd,20,Industrials,.037190206,9.6415167,.055090733,.0086143129,273.87299,,6902.6108,.038185041,.071089797,,
211610,FS,,ZAR,2015,12,189.5,1,27858,,24,974,0,940,0,827,19311,,,177,110.122,2348,Santam Ltd,40,Financials,.029686267,7.6942768,.084284589,.035824537,940,.041399099,20868.119,,.10617853,1.5590405,
211610,FS,,ZAR,2016,12,234,1,29276,,48,2005,0,1014,0,885,21931,,,177,110.253,1212,Santam Ltd,40,Financials,.030229539,10.284523,.041399099,.070125699,1014,,25799.201,,.050900999,,
211613,INDL,,ZAR,2015,2,9,1,1460.049,88.588997,49.679001,122.515,25.938,0,0,0,699.862,188.35201,1726.6379,177,74.662003,81.157997,Sovereign Food Investments Ltd,30,Consumer Staples,0,4.7456264,.055585805,.11793714,25.938,-.022808416,671.95801,.047316201,.20995696,,
211617,INDL,,ZAR,2015,6,2.7,1,4070.9819,203.28799,65.209999,679.65503,0,0,0,568.15302,1650.988,120.581,1543.149,177,327.54401,101.468,York Timber Holdings Ltd,15,Materials,.13956167,5.7710409,.024924699,.18296938,0,.0522228,884.36884,.1655416,.0943994,,
211617,INDL,,ZAR,2016,6,2.5,1,4561.4561,284.625,91.948997,803.54602,0,0,0,567.07397,1928.8831,225.106,1771.049,177,318.168,238.21201,York Timber Holdings Ltd,15,Materials,.12431863,8.4253969,.0522228,.19631781,0,,795.41998,.14768496,.12048054,,
211642,FS,,ZAR,2015,6,,1,43960.414,,3411.9199,1821.434,0,0,0,12541.11,26211.102,,,177,,,BID Corp Ltd,40,Financials,.2852819,8.1504459,,.11904696,0,,,,.12630454,,
211655,INDL,,ZAR,2015,12,132.89,1,313867,21612,22510,53372,23506,24027,0,55887,162029,36628,147063,177,1822.5179,20204,MTN Group Ltd,50,Telecommunication Services,.1780595,10.116126,.064371213,.24176483,47533,-.0097283218,242194.41,.00090519292,.23723121,1.6583229,
211655,INDL,,ZAR,2016,12,126.17,1,268700,29899,19635,67992,19792,12673,0,46473,163469,40508,134920,177,1797.228,-2614,MTN Group Ltd,50,Telecommunication Services,.17295496,12.50135,-.0097283218,.32611462,32465,,226756.27,-.082570054,-.14390491,,
211658,INDL,,ZAR,2015,6,4.54,1,941.66699,67.164001,47.411999,156.125,72.553001,0,0,194.61501,311.26001,171.064,701.89801,177,427.08401,124.62,Metrofile Holdings Ltd,45,Information Technology,.20667073,4.3070531,.13233978,.21614541,72.553001,.13692543,1938.9614,.039448507,.16231361,,
211658,INDL,,ZAR,2016,6,4.8,1,950.36401,73.556,49.549999,123.297,97.834999,0,0,220.44099,290.02399,133.44701,777.57703,177,425.08401,130.129,Metrofile Holdings Ltd,45,Information Technology,.23195428,6.8568449,.13692543,.18187451,97.834999,,2040.4033,.10782053,.0092357714,,
211666,INDL,,ZAR,2015,3,.17,1,1135.804,37.855999,146.96899,23.208,0,0,0,37.426998,656.32397,85.068001,1186.405,177,1162.011,-348.23401,Sentula Mining Ltd,10,Energy,.032951988,4.4944973,-.30659693,.14982955,0,-.34319818,197.54187,-.13315104,-.20262848,,
211674,INDL,,GBP,2015,2,18.5,1,319.05801,1.161,30.615999,98.224998,.495,0,0,11.758,158.84399,5.1950002,0,177,188.24001,14.28,Tradehold Ltd,60,Real Estate,.036852233,6.1895924,.044756752,.40381685,.495,.044379469,3482.4402,,.53735483,,
211674,INDL,,GBP,2016,2,29.1,1,998.27698,2.9260001,135.564,474.215,.57200003,0,0,12.556,689.52698,11.98,5.6789999,177,247.093,44.303001,Tradehold Ltd,60,Real Estate,.012577672,6.9060307,.044379469,.61083144,.57200003,,7190.4063,,2.1288259,,
212241,INDL,,ZAR,2015,6,31.53,1,15290.913,1889.3311,454.09601,2711.4241,0,0,0,2696.292,9358.2334,1491.275,19817.914,177,298.83899,806.72803,Super Group Ltd,25,Consumer Discretionary,.17633297,7.0944152,.052758656,.20701969,0,.043248113,9422.3936,.38618174,.25636038,,
212241,INDL,,ZAR,2016,6,39.35,1,22797.619,1154.064,965.21997,4151.4492,0,0,0,7734.0332,13495.827,1912.8311,25949.004,177,346.67099,985.95398,Super Group Ltd,25,Consumer Discretionary,.33924741,10.034411,.043248113,.22443876,0,,13641.504,.30937108,.49092594,,
212424,INDL,,ZAR,2015,6,.47,1,219.093,1.15,12,0,0,0,0,169.36501,38.926998,4.105,40.901001,177,379.01999,.93400002,Bauba Platinum Ltd,15,Materials,.7730279,2.8488977,.0042630299,.054771259,0,-.034571901,178.13939,,6.396543,,
212424,INDL,,ZAR,2016,6,.25,1,185.295,.025,0,0,0,0,0,164.32401,10.361,6.3579998,78.742996,177,379.01999,-6.4060001,Bauba Platinum Ltd,15,Materials,.88682377,5.2219491,-.034571901,0,0,,94.754997,.92520952,-.15426327,,
212425,INDL,,ZAR,2015,12,27,1,1584.37,7.1919999,0,0,0,0,0,46.191002,545.16302,75.196999,1483.276,177,65.728996,215.55299,Howden Africa Holdings Ltd,20,Industrials,.029154176,4.8273435,.13604966,0,0,.11736502,1774.6829,-.065960027,.10836726,,
212425,INDL,,ZAR,2016,12,30.59,1,1861.04,10.275,0,0,0,0,0,44.556,606.12799,144.25,1604.535,177,65.728996,218.42101,Howden Africa Holdings Ltd,20,Industrials,.023941452,7.5288906,.11736502,0,0,,2010.65,.081750825,.17462464,,
212533,INDL,,ZAR,2015,12,,1,294.38199,,0,659.96198,0,0,0,180.908,723.29999,-5.7610002,18.841,177,452.45401,-199.127,South African Coal Mining Holdings Ltd,10,Energy,.61453491,3.1442795,-.67642385,2.2418559,0,,,-.55767113,-.1047539,,
212633,INDL,,ZAR,2015,2,.72,1,720.56799,31.943001,142.892,175.42,.2,0,0,0,548.68201,-9.0810003,704.94,177,178.782,-137.10699,Buildmax Ltd,10,Energy,0,4.0394411,-.19027628,.44175151,.2,-.048643317,128.72304,-.29302675,-.31269419,,
212633,INDL,,ZAR,2016,2,.15,1,534.31799,16.042999,121.936,90.888,.2,0,0,0,402.77899,55.883999,910.46198,177,178.782,-25.990999,Buildmax Ltd,10,Energy,0,6.2809911,-.048643317,.39830962,.2,,26.817299,.29154533,-.25847664,,
212636,FS,,ZAR,2015,2,22.85,1,16321.3,,546.59998,83,0,0,0,1004.9,12566.8,,,177,516.12,561.5,Pick'N Pay Holdings Ltd,30,Consumer Staples,.061569851,7.1596274,.034402896,.038575359,0,.068377674,11793.342,,.10974142,,
212636,FS,,ZAR,2016,2,23.35,1,18102.4,,1849.2,84,0,0,0,984.29999,14023.1,,,177,482.23801,1237.8,Pick'N Pay Holdings Ltd,30,Consumer Staples,.054374006,9.8037996,.068377674,.10679246,0,,11260.258,,.10912737,,
213098,INDL,,ZAR,2015,8,91.54000000000001,1,7555.938,369.547,0,0,490.758,0,0,499.13501,5543.1309,1289.7469,22070.092,177,239.884,954.57501,Clicks Group Ltd,30,Consumer Staples,.066058643,6.3894901,.12633441,0,490.758,.130582,21958.982,.15251389,.22022361,3.4066558,
213098,INDL,,ZAR,2016,8,121.1,1,8376.8965,432.95901,0,0,585.75702,0,0,537.59302,5924.6548,1344.902,24170.879,177,236.524,1093.8719,Clicks Group Ltd,30,Consumer Staples,.06417568,9.0332327,.130582,0,585.75702,,28643.057,.095187061,.10865077,,
218003,INDL,,ZAR,2015,6,98.59999999999999,1,41455,2931,196,14922,2047,0,99,15700,27158,5160,56506,177,930.31598,3017,"Woolworths Holdings Ltd, South Africa",25,Consumer Discretionary,.37872392,8.0917654,.072777711,.36468461,2146,.087953024,91729.156,.42307401,.86155641,2.5142217,
218003,INDL,,ZAR,2016,6,84.02,1,49390,2849,215,15703,2464,0,0,18965,29537,6134,65004,177,960.08899,4344,"Woolworths Holdings Ltd, South Africa",25,Consumer Discretionary,.38398463,10.807504,.087953024,.32229197,2464,,80666.68,.1503911,.19141237,,
220454,INDL,,ZAR,2015,3,,1,660685,55002,15778,310808,0,0,0,3138,480122,37242,163395,1,83000,4617,Eskom,55,Utilities,.0047496161,10.860434,.0069882018,.49431422,0,,,.10633011,.17374983,,
221274,FS,,ZAR,2015,3,145,1,64608.211,,6306.6812,12098.381,0,0,0,24968.557,31681.029,,,177,104.108,1161.588,Hosken Consolidated Investments,20,Industrials,.38646105,8.5354977,.017978953,.28487188,0,.02389273,15095.66,,.32700163,.71815956,
221274,FS,,ZAR,2016,3,112.02,1,70535.766,,7590.624,13999.138,0,0,0,24390.844,34415.887,,,177,88.033997,1685.292,Hosken Consolidated Investments,20,Industrials,.34579399,11.163876,.02389273,.30608249,0,,9861.5684,,.091746151,,
221777,INDL,,ZAR,2015,12,2.3,1,181.871,,0,0,0,0,0,.003,14.108,1.5039999,.207,177,71.584999,4.9520001,Randgold & Exploration Company Ltd,15,Materials,.000016495209,2.662699,.027228091,0,0,-.049042776,164.64549,2.234375,.02500646,,
221777,INDL,,ZAR,2016,12,2.4,1,176.866,,0,0,0,0,0,.0020000001,17.09,-6.1960001,.296,177,71.584999,-8.6739998,Randgold & Exploration Company Ltd,15,Materials,.000011307997,5.1753922,-.049042776,0,0,,171.804,.4299517,-.027519532,,
222143,INDL,,ZAR,2015,3,3.16,1,890.86298,56.758999,0,0,10.57,0,0,0,355.767,-30.054001,671.37402,177,105.699,-123.788,Trans Hex Group Ltd,15,Materials,0,4.2515922,-.13895291,0,10.57,-.31199718,334.00882,-.28553289,-.12633511,,
223145,INDL,,ZAR,2015,6,18.65,1,6690.4028,453.62399,0,0,241.593,0,0,9.6470003,1393.6429,756.742,6261.3882,177,390.03101,423.27399,Caxton And Ctp Publishers And Printers Ltd,25,Consumer Discretionary,.0014419162,6.2678308,.063265845,0,241.593,.063494414,7274.0781,.1617644,.058630452,,
223145,INDL,,ZAR,2016,6,13.63,1,7049.5649,353.043,0,0,265.95401,0,0,23.200001,1470.172,665.245,6404.9951,177,397.67801,447.608,Caxton And Ctp Publishers And Printers Ltd,25,Consumer Discretionary,.0032909834,8.8607216,.063494414,0,265.95401,,5420.3511,.022935318,.05368318,,
225136,FS,,ZAR,2015,12,60.54,1,674508,,1415,4367,0,5300,0,4382,614316,,,177,2003.1,9391,Sanlam Ltd,40,Financials,.0064965873,10.88114,.013922741,.0085721742,5300,.014308038,121267.67,,.10348415,1.1121223,
225136,FS,,ZAR,2016,12,62.9,1,672559,,1663,4975,0,5800,0,4171,613473,,,177,2001.3,9623,Sanlam Ltd,40,Financials,.0062016863,13.418845,.014308038,.0098697664,5800,,125881.77,,-.0028895135,,
226899,INDL,,ZAR,2015,6,85.7,1,9157,308,0,0,1698,0,0,563,1653,2145,11290,177,418.95999,2460,Truworths International Ltd,25,Consumer Discretionary,.061483018,6.5816751,.26864693,0,1698,.16435145,35904.871,.079556324,.13385339,3.8230295,
226899,INDL,,ZAR,2016,6,85.8,1,17061,551,366,4042,1441,0,0,5436,8436,2839,16654,177,424.45401,2804,Truworths International Ltd,25,Consumer Discretionary,.31862143,9.7445507,.16435145,.25836703,1441,,36418.152,.47511071,.86316478,,
229039,,,GBP,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229436,INDL,,ZAR,2015,6,5.75,1,27519,824,851,2037,0,0,0,681,14521,-1535,43930,177,400.78201,-460,Aveng Ltd,20,Industrials,.024746539,7.6820331,-.016715724,.10494567,0,-.003987052,2304.4966,-.17049038,-.1119179,,
229436,INDL,,ZAR,2016,6,3.51,1,25332,494,1668,1770,0,0,0,667,11776,-1834,33755,177,396.76599,-101,Aveng Ltd,20,Industrials,.026330333,10.139824,-.003987052,.13571768,0,,1392.6487,-.23161848,-.079472363,,
237401,INDL,,ZAR,2015,6,4.3,1,4035.3831,274.98099,469.57999,982.052,81.463997,0,0,34.105,2869.1931,600.78802,5890.7461,177,464.34698,217.88699,Comair Ltd,20,Industrials,.0084514897,5.7622581,.05399413,.35972595,81.463997,.034320973,1996.692,-.062314466,.0029913287,,
237401,INDL,,ZAR,2016,6,3.1,1,5610.418,182.257,537.58502,2182.459,69.764,0,0,28.568001,4280.9028,756.26099,5959.5732,177,464.34698,192.55499,Comair Ltd,20,Industrials,.0050919559,8.6323805,.034320973,.48482022,69.764,,1439.4757,.011683945,.39030617,,
238524,FS,,ZAR,2015,3,25.98,1,28754.445,,158.257,527.28003,0,0,0,767.37,24978.912,,,177,204.217,561.42603,Peregrine Holdings Ltd,40,Financials,.026687004,7.7259488,.019524843,.023841079,0,.017888967,5305.5576,,-.053113837,,
238524,FS,,ZAR,2016,3,27.25,1,27386.545,,203.85001,473.86401,0,0,0,662.53601,23848.506,,,177,210.455,489.91699,Peregrine Holdings Ltd,40,Financials,.024192026,10.217807,.017888967,.024746241,0,,5734.8989,,-.047571789,,
240200,FS,,ZAR,2015,2,.08,1,72.036003,,13.03,7.829,0,0,0,13.231,49.535,,,177,877.00201,-6.9099998,African Dawn Capital Ltd,40,Financials,.18367204,1.7365674,-.095924251,.28956354,0,-.20733179,70.160164,,-.23703606,,
240200,FS,,ZAR,2016,2,.02,1,58.785,,10.998,6.316,0,0,0,8.4540005,48.472,,,177,21.924999,-12.188,African Dawn Capital Ltd,40,Financials,.14381221,4.0738869,-.20733179,.29453093,0,,.43849999,,-.18394972,,
240204,INDL,,ZAR,2015,12,14.56,1,4302.7002,396.5,532,801.09998,116.9,0,0,1346.4,2048.2,339.5,2707.7,177,519.20203,224.89999,Advtech Ltd,25,Consumer Discretionary,.3129198,5.8263993,.0522695,.3098287,116.9,.080165327,7559.5815,.40164608,1.1950313,,
240204,INDL,,ZAR,2016,12,17.17,1,4645.3999,356.60001,480.29999,758,164.5,0,0,1428.1,1968.1,466.79999,3353.1001,177,534.04901,372.39999,Advtech Ltd,25,Consumer Discretionary,.3074224,8.4436331,.080165327,.26656479,164.5,,9169.6211,.23835734,.079647593,,
240209,INDL,,ZAR,2015,6,.33,1,71.391998,9.4490004,5.283,19.958,0,0,0,.072999999,54.740002,7.329,140.707,177,101.973,1.934,AH-Vest Ltd,30,Consumer Staples,.0010225235,1.7275871,.027089871,.35355502,0,.023043543,33.651089,.14455493,.27809796,,
240209,INDL,,ZAR,2016,6,.38,1,69.129997,4.3670001,3.8640001,12.016,0,0,0,.072999999,50.884998,9.3380003,142.30499,177,101.973,1.5930001,AH-Vest Ltd,30,Consumer Staples,.0010559815,4.2359886,.023043543,.22971214,0,,38.749741,.011356876,-.031684238,,
240218,INDL,,ZAR,2015,2,3.38,1,1185.035,9.4759998,14.147,0,36.594002,0,0,152.925,494.30099,-15.074,2609.2561,177,195.84801,123.171,Datacentrix Holdings Ltd,45,Information Technology,.12904683,4.5369291,.1039387,.011938044,36.594002,,661.96625,.15984419,.20808773,,
240219,FS,,ZAR,2016,6,2.75,1,1194.323,,0,0,0,0,0,37.226002,616.05499,,,177,331.37701,-23.816999,Conduit Capital Ltd,40,Financials,.031169124,7.0853348,-.01994184,0,0,,911.2868,,.099360257,,
240224,FS,,ZAR,2015,8,.48,1,587.66699,,9.8509998,0,0,19.030001,0,209.63699,322.14999,,,177,860.34601,29.438,Purple Group Ltd,40,Financials,.35672754,3.8355618,.050092995,.016762894,19.030001,-.0067630312,412.96609,,.52933133,,
240224,FS,,ZAR,2016,8,.62,1,471.68201,,12.172,0,0,0,0,216.13699,208.299,,,177,881.37402,-3.1900001,Purple Group Ltd,40,Financials,.45822608,6.1563048,-.0067630312,.025805522,0,,546.4519,,-.19736515,,
240225,INDL,,ZAR,2015,6,4.1,1,817.008,70.271004,78.153,16.941999,0,0,0,289.927,173.55299,125.979,858.52698,177,240.131,87.744003,Digicore Holdings Ltd,25,Consumer Discretionary,.35486433,4.16505,.10739675,.11639421,0,,984.53711,-.037464295,.074501567,,
240227,INDL,,ZAR,2015,2,5,1,1840.507,132.49001,77.153999,162.245,11.483,0,12.718,61.516998,763.86298,67.144997,1348.37,177,121.034,-6.0380001,Astrapak Ltd,15,Materials,.033423942,4.9771976,-.003280618,.13007231,24.201,,605.16998,-.028975796,-.12128306,,
240228,FS,,ZAR,2015,6,126.47,1,89462,,0,954,0,0,72,4901,62106,,,177,629,5480,Discovery Ltd,40,Financials,.054783035,8.8609705,.061255056,.010663746,72,.030823853,79549.633,,.23915452,1.4797552,
240228,FS,,ZAR,2016,6,122.5,1,118577,,70,5330,0,0,75,5327,87970,,,177,644.22302,3655,Discovery Ltd,40,Financials,.044924393,11.683318,.030823853,.045540027,75,,78917.32,,.32544544,,
240231,INDL,,ZAR,2015,12,.24,1,466.17899,2.619,22.632999,324.84,0,0,0,8.4580002,392.64099,1.002,159.71201,177,901.58801,23.358999,Ecsponent Ltd,40,Financials,.018143246,3.603971,.050107364,.74536389,0,.024832934,216.38112,1.7826331,2.104073,,
240231,INDL,,ZAR,2016,12,.14,1,1063.3459,,23.997999,759.526,0,0,0,6.1820002,1038.491,34.971001,245,177,931.77002,26.406,Ecsponent Ltd,40,Financials,.0058137244,6.9691758,.024832934,.7368477,0,,130.4478,.53401119,1.2809821,,
240238,FS,,ZAR,2015,12,13.5,1,7652.5952,,195.647,2624.0181,0,86.702003,0,104.595,5025.623,,,177,203.56599,-698.97803,Brimstone Investment Corp Ltd,40,Financials,.013667912,6.4022017,-.091338694,.36845866,86.702003,.022230884,2748.1409,,-.03535464,,
240238,FS,,ZAR,2016,12,12.99,1,7680.2612,,476.48401,2783.2041,0,106.44,0,479.93301,5092.23,,,177,201.47099,170.739,Brimstone Investment Corp Ltd,40,Financials,.062489152,8.9464092,.022230884,.42442411,106.44,,2617.1082,,.0036152462,,
240240,INDL,,ZAR,2015,2,.13,1,114.193,3.812,27.983,3.9779999,0,0,0,18.021999,82.546997,2.4649999,243.429,177,263.88,-19.355,PSV Holdings Ltd,20,Industrials,.15782052,2.1972914,-.16949375,.2798858,0,-.010825248,34.304401,-.13655616,-.25959763,,
240240,INDL,,ZAR,2016,2,.45,1,105.956,3.664,23.275,5.4530001,0,0,0,17.872999,75.023003,3.4909999,209.761,177,263.70499,-1.147,PSV Holdings Ltd,20,Industrials,.16868322,4.6630239,-.010825248,.2711314,0,,118.66724,-.13830726,-.07213226,,
240244,INDL,,ZAR,2015,7,172.34,1,8372.707,143.51801,890.40002,1089.4871,140.95599,0,0,2989.582,3864.083,527.44598,9733.9922,177,129.82401,690.69202,EOH Holdings Ltd,45,Information Technology,.35706279,6.4921336,.082493275,.23646916,140.95599,.070314705,22373.869,.34812889,.47249687,2.4575026,
240244,INDL,,ZAR,2016,7,141.7,1,13188.621,194.06799,1189.119,2478.334,194.3,0,0,5144.2422,6602.7759,398.30301,12761.81,177,137.39999,927.354,EOH Holdings Ltd,45,Information Technology,.39005154,9.4871101,.070314705,.27807707,194.3,,19469.58,.31105608,.57519197,,
240272,INDL,,ZAR,2015,2,.5,1,169.78799,2.7950001,10.631,3.3670001,5.6300001,4.2319999,0,14.336,41.143002,26.200001,430.79901,177,107.891,9.2650003,Verimark Holdings,25,Consumer Discretionary,.08443471,2.5939519,.054568052,.08244399,9.8619995,.13735162,53.945499,.037135255,-.048923992,,
240272,INDL,,ZAR,2016,2,.35,1,191.57401,3.2420001,2.0539999,3.7739999,3.9960001,12.913,0,14.157,41.237,34.126999,439.11899,177,106.92,26.313,Verimark Holdings,25,Consumer Discretionary,.07389833,5.2552743,.13735162,.030421663,16.909,,37.422001,.019312896,.12831302,,
240279,FS,,ZAR,2015,9,8.9,1,33.845001,,0,0,0,0,0,.65899998,6.2670002,,,177,11.406,7.243,Indequity Group Ltd,40,Financials,.019471116,.98119265,.21400502,0,0,.21018019,101.5134,,.10619037,,
240279,FS,,ZAR,2016,9,9.25,1,38.624001,,0,0,0,0,0,.58499998,7.5749998,,,177,11.406,8.118,Indequity Group Ltd,40,Financials,.015146023,3.6538739,.21018019,0,0,,105.5055,,.14120251,,
240280,INDL,,ZAR,2015,6,8.42,1,546.02002,4.323,15.822,8.5209999,9.5279999,0,0,346.92499,219.658,57.789001,575.32397,177,129.201,57.946999,AdaptIT Holdings Ltd,45,Information Technology,.63537043,3.7620571,.10612614,.044582613,9.5279999,.081209317,1087.8724,.41600436,.8191753,,
240280,INDL,,ZAR,2016,6,12.42,1,964.87701,7.934,19.374001,145.791,18.631001,0,0,642.547,492.189,108.287,796.17798,177,140.062,78.357002,AdaptIT Holdings Ltd,45,Information Technology,.66593671,6.8720007,.081209317,.17117725,18.631001,,1739.5699,.38387764,.76710922,,
240282,INDL,,ZAR,2015,6,1.9,1,183.084,1.618,1.733,2.4990001,16.482,16.493999,0,28.27,31.306999,17.163,102.605,177,137.616,25.607,Cognition Holdings Ltd,50,Telecommunication Services,.15441,2.6693463,.13986476,.023115074,32.975998,.096699573,261.4704,-.13192266,.092601754,,
240282,INDL,,ZAR,2016,6,1.3,1,188.491,3.6589999,2.655,1.813,17.246,10.996,0,45.073002,41.582001,21.107,173.89301,177,137.528,18.226999,Cognition Holdings Ltd,50,Telecommunication Services,.23912549,5.2390504,.096699573,.02370405,28.242001,,178.78641,.69478095,.02953288,,
240317,FS,,ZAR,2015,3,18.5,1,1132.317,,88.292999,32.341,0,0,0,581.276,365.80899,,,177,112.833,145.433,Micromega Holdings Ltd,40,Financials,.51335096,4.4914227,.12843841,.1065373,0,.13054635,2087.4104,,.15518034,,
240317,FS,,ZAR,2016,3,10,1,1354.584,,94.002998,11.485,0,0,0,735.664,405.79401,,,177,114.211,176.836,Micromega Holdings Ltd,40,Financials,.54309219,7.2112498,.13054635,.077874832,0,,1142.11,,.19629394,,
240319,INDL,,ZAR,2015,12,100,1,30730.301,1571.8,1652.5,1833.2,958.29999,560.5,0,2999.1001,24939.199,2728.7,84731.797,177,216.561,1112.8,Massmart Holdings Ltd,30,Consumer Staples,.097594231,7.7924056,.036211818,.11342876,1518.8,.041030496,21656.1,.083898231,.063096769,1.7827785,
240319,INDL,,ZAR,2016,12,126.16,1,31883.6,1549.4,1205.1,3337.8,453.20001,649,0,3159,25699.9,2708.7,91250,177,216.16499,1308.2,Massmart Holdings Ltd,30,Consumer Staples,.099079154,10.369847,.041030496,.14248392,1102.2,,27271.375,.076927476,.037529696,,
240324,FS,,ZAR,2015,12,,1,10034.386,,125.345,723.67999,0,29.197001,0,192.064,8013.7739,,,177,3614.0181,145.98399,Mercantile Lisbon Bank Holdings,40,Financials,.019140583,6.6731744,.014548373,.084611557,29.197001,.01441813,,,.14447679,,
240324,FS,,ZAR,2016,12,,1,12216.009,,361.832,716.87598,0,35.226002,0,178.813,10060.131,,,177,3614.0181,176.132,Mercantile Lisbon Bank Holdings,40,Financials,.014637596,9.4105024,.01441813,.088302813,35.226002,,,,.21741471,,
240327,INDL,,ZAR,2015,2,3.48,1,1023.165,3.0409999,281.84,57.042999,5.7940001,0,0,222.881,636.75,30.414,278.655,177,157.287,48.713001,Santova Ltd,20,Industrials,.21783486,4.3900576,.047610115,.33121052,5.7940001,.070073612,547.35876,.17559578,.39493454,,
240327,INDL,,ZAR,2016,2,4.02,1,896.07202,1.6059999,249.16701,36.551998,8.6540003,0,0,178.494,530.505,56.473999,337.957,177,157.75999,62.791,Santova Ltd,20,Industrials,.19919604,6.7980208,.070073612,.31885719,8.6540003,,634.19519,.21281514,-.12421551,,
240329,INDL,,ZAR,2015,6,.45,1,27.396,.41299999,0,0,0,0,0,0,4.9260001,-1.665,25.500999,177,106.575,-3.017,Moneyweb Holdings Ltd,45,Information Technology,0,.76979834,-.11012556,0,0,-.22292157,47.958748,.08542607,-.048915133,,
240329,INDL,,ZAR,2016,6,.25,1,22.084,.18000001,0,0,0,0,0,0,4.5370002,-7.4580002,28.304001,177,106.575,-4.9229999,Moneyweb Holdings Ltd,45,Information Technology,0,3.0948534,-.22292157,0,0,,26.643749,.10991731,-.19389693,,
240342,INDL,,ZAR,2015,5,5.01,1,1731.1331,63.637001,164.655,466.46301,15.117,0,0,163.724,972.54901,188.312,1778.605,177,251.946,65.213997,Onelogix Group Ltd,20,Industrials,.09457621,4.9159327,.037671279,.36456934,15.117,,1262.2495,.30016887,.19477645,,
240351,INDL,,ZAR,2015,3,.3,1,142.017,1.386,31.986,0,.92699999,0,0,19.052,51.374001,20.982,572.388,177,90.064003,12.86,Primeserv Group Ltd,20,Industrials,.13415295,2.4153481,.090552539,.22522657,.92699999,,27.019201,-.12070176,.012432923,,
240351,INDL,,ZAR,2016,3,.4,1,175.717,,38.092999,0,1.216,0,0,20.822001,69.546997,-6.8150001,642.12201,177,,,Primeserv Group Ltd,20,Industrials,.11849736,5.1688747,,.21678609,1.216,,,.12182996,.23729552,,
240354,INDL,,ZAR,2015,2,.7,1,241.30099,,14.74,65.511002,0,0,0,0,115.877,7.1370001,23.232,177,55.915001,7.8540001,Adrenna Property Group Ltd,60,Real Estate,0,2.9454465,.032548562,.33257633,0,.083672434,39.140499,-.11422908,.062283989,,
